,Görüş,Durum,new_text
3653,İç savaş çağrısı yapma oyarlar seni soros çocuğu,0,i̇ç savaş çağrısı yapma oyarlar seni soros çocuğu
3654,"Fransa’da polis 17 yaşındaki sürücüyü öldürdü, sokaklar savaş alanına döndü
Fransa'da polisin 17 yaşındaki bir genci öldürmesinin ardından sokaklar savaş alanına döndü. Siyasetçilerin de tepki gösterdiği olayın ardından meydana gelen gösterilerde çok sayıda kişi gözaltına alındı.",0,fransa’da polis 17 yaşındaki sürücüyü öldürdü sokaklar savaş alanına döndü fransa'da polisin 17 yaşındaki bir genci öldürmesinin ardından sokaklar savaş alanına döndü siyasetçilerin tepki gösterdiği olayın ardından meydana gelen gösterilerde sayıda kişi gözaltına alındı
3655,"Ambargo, savaş, pandemi, ekonomik kriz, iklim koşulları, darbe, petrol fiyatları, diplomatik ilişki sorunları, kazalar, doğal felaketler, teknik problemler, kısıtlamalar vb.

Risk çok.

Hele Türkiye için bunlardan başka ekstra şeyler var. Rahip krizi, Rus uçağı vurulması gibi.",0,ambargo savaş pandemi ekonomik kriz iklim koşulları darbe petrol fiyatları diplomatik ilişki sorunları kazalar doğal felaketler teknik problemler kısıtlamalar vb risk hele türkiye bunlardan başka ekstra şeyler var rahip krizi rus uçağı vurulması
3656,"Türkçe yazarsan sevinirim. Yazdıklarını anlamıyorum!! Ürün dedin, güvenlik dedin, o sorumlu dedin. Anladığımı yazıyım. Savaş esnasında senin yazınla ürün dediğinin tek açığı ortaya çıksa kaybettin savaşı. Ülke elden gidince o mu sorumlu? Yazma bir daha lütfen.. Yazık...",0,türkçe yazarsan sevinirim yazdıklarını anlamıyorum ürün dedin güvenlik dedin sorumlu dedin anladığımı yazıyım savaş esnasında senin yazınla ürün dediğinin tek açığı ortaya çıksa kaybettin savaşı ülke elden gidince sorumlu yazma bir lütfen yazık
3657,"İslam arap emperyalizmidir. Sürekli hata yapan yeni bir din gönderen tanrı olamaz. İslam bulunduğu yeri araplaştirır ve o yer bi daha iflah olmaz, savaş kaos katliam esir alır o yeri.",0,i̇slam arap emperyalizmidir sürekli hata yapan yeni bir din gönderen tanrı olamaz i̇slam bulunduğu yeri araplaştirır yer bi iflah olmaz savaş kaos katliam esir alır yeri
3658,Elifim katil civcivim aslanın karısı yargı dağıtışa kurban helal kız savaşsa savaş hodrimeydan demiş güzelliğim senin g…..  yesin bunlar,0,elifim katil civcivim aslanın karısı yargı dağıtışa kurban helal kız savaşsa savaş hodrimeydan demiş güzelliğim senin g… yesin bunlar
3659,Gülüşün çok güzel,1,gülüşün güzel
3660,Bunların derdi hayvan değil bunların derdi İslam düşmanlığı . Bunlar dine savaş açmışlar . Yaşasın zalimler için cehennem .,0,bunların derdi hayvan değil bunların derdi i̇slam düşmanlığı bunlar dine savaş açmışlar yaşasın zalimler cehennem
3661,yav zaten Sudan sebeple savaş yapıyorsunuz orda. bizi bulaştırmayın pis işlerinize,0,yav zaten sudan sebeple savaş yapıyorsunuz orda bizi bulaştırmayın pis işlerinize
3662,İngiliz Amirale osmanlının anahtarını vahdettin teslim etti.Babasının malıydı sanki.ATATÜRK'teki zekâ çilingiri her kapıyı açtı.Atatürk Samsuna giderken İng.savaş gemileri peşine takıldı ama bulamadılar. ! Şu milletin hainleri bitmedi yahu.100 yıl sonra bile hainlik yapıyorlar.,0,i̇ngiliz amirale osmanlının anahtarını vahdettin teslim etti babasının malıydı atatürk'teki zekâ çilingiri kapıyı açtı atatürk samsuna giderken i̇ng savaş gemileri peşine takıldı bulamadılar milletin hainleri bitmedi yahu 100 yıl sonra bile hainlik yapıyorlar
3663,"Hadi diyelim ""Suriyeliler"" gibi mültecilere bunlar oldu, ulan gerizekalı. Mültecilere bunların yapılması da ayrı bir uluslararası suç.
Engeli açıp ""Yav bu savaş için"" diye ulusalaklığını bir de ortaya döküyor çünkü terimlerin anlamını bilmiyor.
Kürtlere ""mülteci"" deyip mülküne +",0,hadi diyelim suriyeliler mültecilere bunlar oldu ulan gerizekalı mültecilere bunların yapılması ayrı bir uluslararası suç engeli açıp yav savaş ulusalaklığını bir ortaya döküyor terimlerin anlamını bilmiyor kürtlere mülteci deyip mülküne +
3664,sırp denilince aklıma savaş alanını gezerken sırp asker tarafından öldürülen 1. Murat geliyo benim tarih bilgisine bakın aq erko muyum ben,0,sırp denilince aklıma savaş alanını gezerken sırp asker tarafından öldürülen 1 murat geliyo benim tarih bilgisine bakın aq erko muyum ben
3665,Şam tam bir savaş alanı. Büyük patlamalar yaşanıyor.,0,şam tam bir savaş alanı büyük patlamalar yaşanıyor
3666,Savaşmasaydılar kim savaş dedi bana ne,0,savaşmasaydılar savaş dedi bana
3667,"Avrupa ve amerika ülkelerini güvenli liman görmeyin, tüm dünya devletleri için bir iç savaş tehdidi mevcut ve sadece güzel bir kıvılcım bekliyor.",0,avrupa amerika ülkelerini güvenli liman görmeyin dünya devletleri bir iç savaş tehdidi mevcut sadece güzel bir kıvılcım bekliyor
3668,Suriye'de savaş vermediler ama aslında atık boşaltma vardı islamın olduğu yerde yalan gırladır  çünkü baskıyla yalanla beslenir islam https://twitter.com/ajans_hakikat/status/1674285062152658944…,0,suriye'de savaş vermediler atık boşaltma vardı islamın olduğu yerde yalan gırladır baskıyla yalanla beslenir islam https //twitter com/ajans_hakikat/status/1674285062152658944…
3669,Hani suriyede savaş vardı koştura koştura sınırları geçiyorlar sınırlara bir tv kanalı gitmiyor gidenler sınırdan geri alınmasın bayram için memleketine gidiyorsa sorun yok ddmektir,0,hani suriyede savaş vardı koştura koştura sınırları geçiyorlar sınırlara bir tv kanalı gitmiyor gidenler sınırdan geri alınmasın bayram memleketine gidiyorsa sorun yok ddmektir
3670,suriyede savaş varmış mış pehhh.,0,suriyede savaş varmış mış pehhh
3671,Fransa'da sokaklar savaş alanına döndü,0,fransa'da sokaklar savaş alanına döndü
3672,sevgilimiz yok tek geldim bende,0,sevgilimiz yok tek geldim bende
3673,Bu savaş bize girer!,0,savaş bize girer
3674,sen erkek olduğunumu düşünüyorsun vatanında savaş varken kadınlarını annelerini bırakıp kaçanlara etek bile giydirmiyoruz bu ülkede lan biz  zamanında peygamber torunlarını satanları gelmiş doyuruyoruz pislik aşağılık insanlarsınız defol çölüne kaçaksın,0,sen erkek olduğunumu düşünüyorsun vatanında savaş varken kadınlarını annelerini bırakıp kaçanlara etek bile giydirmiyoruz ülkede lan zamanında peygamber torunlarını satanları gelmiş doyuruyoruz pislik aşağılık insanlarsınız defol çölüne kaçaksın
3675,"Düzmece bir suikast yaptırdı kendine. Terakkiperver Cumhuriyet Fırkası'nı o bahaneyle kapattı. Omuz omuza savaş verdiği dostlarının neredeyse tamamına ihanet etti. Hayatlarını berbat etti. Ah yalan tarih ah.. Araştırmasak biz de bu %25 gibi mal, yobaz kalacaktık",0,düzmece bir suikast yaptırdı kendine terakkiperver cumhuriyet fırkası'nı bahaneyle kapattı omuz omuza savaş verdiği dostlarının neredeyse tamamına ihanet etti hayatlarını berbat etti ah yalan tarih ah araştırmasak %25 mal yobaz kalacaktık
3676,Kimsenin kimseye nesepten ötürü üstünlüğü olmamalı.. Savaş vs olmasaydı onlar senin rüyanda bile göremeyeceğinn hayatı yaşıyor olacaklardı ki yaşadılar.. Sosyal adaletin olmadığı hiç bir sistem insanlığa huzur vermemiştir.. İnsan olarak bakıldığında da tabi ki üzücü bi durum,1,kimsenin kimseye nesepten ötürü üstünlüğü olmamalı savaş vs olmasaydı onlar senin rüyanda bile göremeyeceğinn hayatı yaşıyor olacaklardı yaşadılar sosyal adaletin olmadığı bir sistem insanlığa huzur vermemiştir i̇nsan olarak bakıldığında tabi üzücü bi durum
3677,Umudumu kaybetmemek için öyle direniyorum kendimle öyle savaş veriyorum ki size hiç bir şekilde izah edemem,0,umudumu kaybetmemek öyle direniyorum kendimle öyle savaş veriyorum size bir şekilde izah edemem
3678,"*Görüyorum ki Şeyh Said'e ihanet eden akrabası Kasım'dan sonra da Şeyhin Dâvasına ve mücadele ettiği değerlere ihanet ve hainlik eden yeni Kasımlar türemiş. Din düşmanlarının ajan ve uşaklığında yarışıyorlar.

*Şeyh Said bugün yaşasa sapıklığı destekleyen, imana ve dine savaş…
Daha fazla göster",0,*görüyorum şeyh said'e ihanet eden akrabası kasım'dan sonra şeyhin dâvasına mücadele ettiği değerlere ihanet hainlik eden yeni kasımlar türemiş din düşmanlarının ajan uşaklığında yarışıyorlar *şeyh said bugün yaşasa sapıklığı destekleyen imana dine savaş… fazla göster
3679,savas buge dugunu kadar koyan bi sahne daha yok,0,savas buge dugunu kadar koyan bi sahne yok
3680,"İsveç'in N.A.T.O.'ya girmesi için imzayı ilk seferde attı reisiniz, troll!.

Bu hesabı,
Sn. Gürsel Tekin'in kullanmadığı çok net belli.
Bu yaptığınız çok ciddi suç.",0,i̇sveç'in n a t 'ya girmesi imzayı ilk seferde attı reisiniz troll hesabı sn gürsel tekin'in kullanmadığı net belli yaptığınız ciddi suç
3681,"Fransa’da sokaklar savaş alanına döndü https://adanapost.com/fransada-sokaklar-savas-alanina-dondu-176698h.htm… 
@adanapost01
 aracılığıyla",0,fransa’da sokaklar savaş alanına döndü https //adanapost com/fransada-sokaklar-savas-alanina-dondu-176698h htm… adanapost01 aracılığıyla
3682,"Türk Lirasının Değer Kaybı Erdoğan; Dünya Derin Devletine Savaş İlan Ediyor- Dublaj

Twitter Gündemi:
#deprem #datça #YaÇokSeversen #KendiDüşenAğlamaz #AlSer",0,türk lirasının değer kaybı erdoğan; dünya derin devletine savaş i̇lan ediyor- dublaj twitter gündemi deprem datça yaçokseversen kendidüşenağlamaz alser
3683,ama her savaş akılla kazanılır,1,savaş akılla kazanılır
3684,cok webtoon okuma eramdayim zor bir savas COK,0,cok webtoon okuma eramdayim zor bir savas cok
3685,Savaş tabiki,0,savaş tabiki
3686,Putin kuranı kutsal sayıyor üçüncü yıldır iki devlet arasında savaş başlatmış ve bınlerce masum insanların ölümüne sebep.şimdi bunun kuranı kutsal saymasına ne denir,0,putin kuranı kutsal sayıyor üçüncü yıldır iki devlet arasında savaş başlatmış bınlerce masum insanların ölümüne sebep şimdi bunun kuranı kutsal saymasına denir
3687,fatih koparanın yaptığı bu belgesel: bir dönem avrupanın türkiyeye yaptığı belgesellere benziyor. türkiyenin doğusunda derin ve büyük bir savaş var ama batısında hayat normal diye anlattıkları. suriyedeki durumda neredeyse aynı,0,fatih koparanın yaptığı belgesel bir dönem avrupanın türkiyeye yaptığı belgesellere benziyor türkiyenin doğusunda derin büyük bir savaş var batısında hayat normal anlattıkları suriyedeki durumda neredeyse aynı
3688,"+ Her konuda, karşısındaki kişinin fikirlerini yönlendirip, karar mekanizmasını baskılayan türkücümüz kimdir?
- Manipülatif Doğan.

(Soğuk Savaş, işine bak kardeşim)",0,+ konuda karşısındaki kişinin fikirlerini yönlendirip karar mekanizmasını baskılayan türkücümüz kimdir - manipülatif doğan (soğuk savaş işine bak kardeşim)
3689,Olamaz burası film stüdyosu olmalı! Suriye'de savaş var hüüüü ,0,olamaz burası film stüdyosu olmalı suriye'de savaş var hüüüü
3690,Savaş bitmeden zor o iş,0,savaş bitmeden zor iş
3691,Bunlara hiç güvenmiyorum savaş bitince ABD AB için sırtımızdan vuracaklar ne amaçla bu araçları veriyoruz,0,bunlara güvenmiyorum savaş bitince abd ab sırtımızdan vuracaklar amaçla araçları veriyoruz
3692,Hocam savaş Türk'ün düğünüdür demiyoruz ama vatan işgal edildiği vakit savunmayacak mıyız? Suriyeliler gibi kaçacak halimiz yoktur umarım.,0,hocam savaş türk'ün düğünüdür demiyoruz vatan işgal edildiği vakit savunmayacak mıyız suriyeliler kaçacak halimiz yoktur umarım
3693,"SAVAŞ NEREDE 
Uyumaya devam Türkiye 
...",0,savaş uyumaya devam türkiye
3694,Güzel akşamlar Savaş kardeşim,1,güzel akşamlar savaş kardeşim
3695,"ŞOK ŞOK ŞOK! 
Suriyeden yeni savaş görüntüleri!
Kan gövdeyi götürüyor!",0,şok şok şok suriyeden yeni savaş görüntüleri kan gövdeyi götürüyor
3696,Sen aşkı anlamaz bilmez  Gül yansa ağlamaz sakin  Ben akmayan gözyaşında  seni severdim  Sen hisli korkak savaşçı  Aşkı kime satmış hain  Ben her savaş meydanında  seni severdim,1,sen aşkı anlamaz bilmez gül yansa ağlamaz sakin ben akmayan gözyaşında seni severdim sen hisli korkak savaşçı aşkı kime satmış hain ben savaş meydanında seni severdim
3697,Aynen..sonra ülkeden kaçtı.. sığındığı ülke ile savaş çıkmasına neden oldu..,0,aynen sonra ülkeden kaçtı sığındığı ülke savaş çıkmasına oldu
3698,Aklım kalbime savaş açtı ve kim kazanırsa kazansın yine ben  kaybedeceğim,0,aklım kalbime savaş açtı kazanırsa kazansın yine ben kaybedeceğim
3699,Hayır göndermeyiz diyor bizimkiler savaş biteli çok oldu be,0,hayır göndermeyiz diyor bizimkiler savaş biteli oldu be
3700,Bir de Esad'in bölgesinde savaş olmadı diyor nasıl olmadı amk :D Tabi ki de bir Halep'te ki kadar yoktur ama orada da sıkıntılar çoktu aq :D arapçı cahil seni,0,bir esad'in bölgesinde savaş olmadı diyor olmadı amk d tabi bir halep'te kadar yoktur orada sıkıntılar çoktu aq d arapçı cahil seni
3701,Yunanistan savaş esliginde kesin yine bi nukleer atip deprem die gecirirler,0,yunanistan savaş esliginde kesin yine bi nukleer atip deprem die gecirirler
3702,"bizdekiler savaştan kaçtıysa , savaş nerde 
@tcbestepe
 @TC_icisleri",0,bizdekiler savaştan kaçtıysa savaş tcbestepe tc_icisleri
3703,"Allah razı olsun Yunus bey ve orada yardımcı olanlardan.
Sudan'da iç savaş var ve bütün beklentileri Başkan Erdoğan'dan!

Yunus beyi tanıtsak Hakkı.",1,allah razı olsun yunus bey orada yardımcı olanlardan sudan'da iç savaş var bütün beklentileri başkan erdoğan'dan yunus beyi tanıtsak hakkı
3704,"“Türkiye’de savaş tehlikesi var. Suriye Hudut bölgesine yerleşmiş olan cihatçılar, ‘Bizim hedefimiz Suriye değil.

Bizim hedefimiz tüm Orta Doğu ama özellikle Türkiye’ beyanatı vermişti. Şimdi her an bu savaş bize sıçrayabilir!”

— Dengir Mir Mehmet Fırat-Başbakan Eski Yardımcısı",0,türkiye’de savaş tehlikesi var suriye hudut bölgesine yerleşmiş olan cihatçılar ‘bizim hedefimiz suriye değil bizim hedefimiz orta doğu özellikle türkiye’ beyanatı vermişti şimdi an savaş bize sıçrayabilir — dengir mir mehmet fırat-başbakan eski yardımcısı
3705,"Sen kalk düşmanla savaş, daha sonra onların kanunlarını al. Bu yapılanı doğru bulmayıp eleştirince de adımız vatan haini olsun.",0,sen kalk düşmanla savaş sonra onların kanunlarını al yapılanı doğru bulmayıp eleştirince adımız vatan haini olsun
3706,Kürt sevenlerine artık çekilin diyorum...gerekçe kalmadı...1- savaş halini bitirin... 2- biz gereğini yapacağız,0,kürt sevenlerine artık çekilin diyorum gerekçe kalmadı 1- savaş halini bitirin 2- gereğini yapacağız
3707,Hani savaş vardı lan ülkede.Bütün iti kopuğu bize  ötelediler mutlu mesut yaşıyor adamlar,0,hani savaş vardı lan ülkede bütün iti kopuğu bize ötelediler mutlu mesut yaşıyor adamlar
3708,ELHAMDÜLİLLAH!!! SAVAŞ SEBEBİYSE SAVAŞ SEBEBİ BUNU GÖZE ALIP DEF EDİN İSVEÇ ELÇİSİNİ PAÇAVRA BAYRAKLARINI İNDİRİN !!!,0,elhamdüli̇llah savaş sebebi̇yse savaş sebebi̇ bunu göze alip def edi̇n i̇sveç elçi̇si̇ni̇ paçavra bayraklarini i̇ndi̇ri̇n
3709,Rusiyanin içinde savaş görmek ne güzel,0,rusiyanin içinde savaş görmek güzel
3710,Beynimizin içinde savaş var,0,beynimizin içinde savaş var
3711,Karadenizi Araplara doğuyu Ermeni yahudilere batıyı Avrupalılara Akdenizi Ruslara. Savaş olmadan işgal altındayız. Kendini milliyetçi zanneden Trabzonlular bu durumdan memnun galiba konu para  olunca milliyetçilik geri planda galiba. Ama sorun sadece Trabzonun değil Türkiye'nin.,0,karadenizi araplara doğuyu ermeni yahudilere batıyı avrupalılara akdenizi ruslara savaş olmadan işgal altındayız kendini milliyetçi zanneden trabzonlular durumdan memnun galiba konu para olunca milliyetçilik geri planda galiba sorun sadece trabzonun değil türkiye'nin
3712,Yahu savaş mağduru misafirlerdi bunlar gideceklerdi kim diyor entegre edecekler diye öyle bir dünya yok kardeşim gerekirse zorla ama hepsi gidecek,0,yahu savaş mağduru misafirlerdi bunlar gideceklerdi diyor entegre edecekler öyle bir dünya yok kardeşim gerekirse zorla gidecek
3713,Adam video cekip ordaki yasami gosteriyor 1 kisim israrla inanmiyor. Bu multeci isinde nasil para var amk adamlar gordugumuz seylere inanmamizi istiyor. Tamam savas vardi ama simdi cogu yer normale donmus.,0,adam video cekip ordaki yasami gosteriyor 1 kisim israrla inanmiyor multeci isinde nasil para var amk adamlar gordugumuz seylere inanmamizi istiyor tamam savas vardi simdi cogu yer normale donmus
3714,"2)  +²

DEVLET BİLİNCİ,
SORUMLULUĞU,
DONANIMI,
EĞİTİMİ,
LİYAKATİ SIFIR.

SUÇA TEŞVİK EDER TAYYİP.
ÖNCE SUÇ İŞLETİR,
SONRA CEZA VERİR.
Daha fazla göster",0,2) +² devlet bi̇li̇nci̇ sorumluluğu donanimi eği̇ti̇mi̇ li̇yakati̇ sifir suça teşvi̇k eder tayyi̇p önce suç i̇şleti̇r sonra ceza veri̇r fazla göster
3715,"ahmet denilen canlı türü kendi vatanında heryere gidersin ama savaş var diye başka bir yerde mülteci olup tekrar ait olduğun yere rahat gidiyorsan orada kalabilirsin demek ki,cidden senin gibi arap sevici Türk düşmanlarından gına geldi",0,ahmet denilen canlı türü kendi vatanında heryere gidersin savaş var başka bir yerde mülteci olup tekrar ait olduğun yere rahat gidiyorsan orada kalabilirsin demek cidden senin arap sevici türk düşmanlarından gına geldi
3716,Burası esadin bölgesi bırak milleti kandırmayın burada savaş hiç olmadı zaten,0,burası esadin bölgesi bırak milleti kandırmayın burada savaş olmadı zaten
3717,Boş konuşma ihtiyar bak insanların dayanma gücü kalmadı artık . Ulen kanadada savaş çıksa aha diyorum Türkiye’ye göç var öyle bir boktan korkutucu refleks oluştu artık ben de ulen 197 tane ülke var dünyanın çöplüğü mü Türkiye cumhuriyeti,0,boş konuşma ihtiyar bak insanların dayanma gücü kalmadı artık ulen kanadada savaş çıksa aha diyorum türkiye’ye göç var öyle bir boktan korkutucu refleks oluştu artık ben ulen 197 tane ülke var dünyanın çöplüğü türkiye cumhuriyeti
3718,"Büyük bir sorun muydu? Hayır. Ama bize öğrettiği şeyler çok oldu. Mesela dost değiliz. Asla olamayacağız. Sende de olduğu gibi en savaş yanlısı değilim diyeniniz bile amerika, avrupa desteği ile anında Türkiye cumhuriyetine düşman olabiliyorlar.. kimse kimseye çıkarı olmadan",0,büyük bir sorun muydu hayır bize öğrettiği şeyler oldu mesela dost değiliz asla olamayacağız sende olduğu savaş yanlısı değilim diyeniniz bile amerika avrupa desteği anında türkiye cumhuriyetine düşman olabiliyorlar kimse kimseye çıkarı olmadan
3719,"suriye'nin tüm coğrafyasında savaş olmamışsa bu gayet doğal, yaşamın devam ettiği yerler var demek ki. istanbul da bina kalmasa basar giderim tabzon a mesela dolayısıyla surilerin bize hucum etmesi zorunluluk değil tercihtir ve ivedilikle hepsinin siktir edilmesi gerekir",0,suriye'nin coğrafyasında savaş olmamışsa gayet doğal yaşamın devam ettiği yerler var demek istanbul bina kalmasa basar giderim tabzon a mesela dolayısıyla surilerin bize hucum etmesi zorunluluk değil tercihtir ivedilikle hepsinin siktir edilmesi gerekir
3720,Savaş sarhoşu bunlar gündüz cephede gece barda,0,savaş sarhoşu bunlar gündüz cephede gece barda
3721,"zor günlerimde kim yanımda kim değil onu anladım. Onca yılı hiç geçirmemişiz gibi asla aramaz sormaz oldunuz. Size diyeceğim tek şey, size kızgın değilim olamam olsaydım geçerdi çünkü ben asıl kırgınım size.. Ben burda annem için savaş verirken bir kez olsun arayıp sormadınız.",0,zor günlerimde yanımda değil onu anladım onca yılı geçirmemişiz asla aramaz sormaz oldunuz size diyeceğim tek size kızgın değilim olamam olsaydım geçerdi ben asıl kırgınım size ben burda annem savaş verirken bir olsun arayıp sormadınız
3722,"Gerçekten aptallık revaçta. İnsanlık biyolojik makina olmanın dışındaki alana asla adım atmıyor. Artık eskisi gibi ölmüyoruz. Eskisi gibi salgın, savaş, mikrop yok. İnsanlık artıyor, aptallık artıyor. İnsanların dikkatini aklıselim konuşup toplamak imkansız. İnsanlık hep aptaldı.",0,gerçekten aptallık revaçta i̇nsanlık biyolojik makina olmanın dışındaki alana asla adım atmıyor artık eskisi ölmüyoruz eskisi salgın savaş mikrop yok i̇nsanlık artıyor aptallık artıyor i̇nsanların dikkatini aklıselim konuşup toplamak imkansız i̇nsanlık aptaldı
3723,2003 Avusturya yarışını şu şekil almıştık şimdi sıra 2023'de.Bizim kolay kazandığımız savaş yok,0,2003 avusturya yarışını şekil almıştık şimdi sıra 2023'de bizim kolay kazandığımız savaş yok
3724,La mal ümİT Suriye'de savaş biteli yıllar oldu sadece Türkler kaldı  onlarda  kürd'lerin olduğu bölgede gelin çıkın ordan herkes evine dönsün yoksa 10 yıl sonra gelip kürd'lere yalvarırsin gelin bunları kovalim diye Araplar pırpır tohumu gibidir haberin olsun.,0,la mal ümi̇t suriye'de savaş biteli yıllar oldu sadece türkler kaldı onlarda kürd'lerin olduğu bölgede gelin çıkın ordan herkes evine dönsün yoksa 10 yıl sonra gelip kürd'lere yalvarırsin gelin bunları kovalim araplar pırpır tohumu gibidir haberin olsun
3725,Fransa'daki iç savaştan kaçıp İngiltere'ye sığınmaya çalışan mülteciler için güzel bir haber ancak Avrupa'nın ortasında bu kadar uzun süren bir iç savaş ciddi bir risk. NATO bu duruma el atmalı ve üye bir ülkedeki iç savaş koşullarına son vermeli.,0,fransa'daki iç savaştan kaçıp i̇ngiltere'ye sığınmaya çalışan mülteciler güzel bir haber ancak avrupa'nın ortasında kadar uzun süren bir iç savaş ciddi bir risk nato duruma el atmalı üye bir ülkedeki iç savaş koşullarına son vermeli
3726,bunlar savaş varken neredeydi diye merak edenler :/,0,bunlar savaş varken neredeydi merak edenler /
3727,"Ulan adamın kazandığı savaş yok 
Asjdjdjdjdjddjhdch",0,ulan adamın kazandığı savaş yok asjdjdjdjdjddjhdch
3728,"Tek günahları Allah’ın sözünü yerine getirmemiş olmaları.!!
Allah’a ve Resûlüne savaş açanların ve yeryüzünde bozgunculuk çıkarmaya çalışanların cezası; ancak öldürülmeleri, yahut asılmaları veya ellerinin ve ayaklarının çaprazlama kesilmesi, yahut o yerden sürülmeleridir.",0,tek günahları allah’ın sözünü yerine getirmemiş olmaları allah’a resûlüne savaş açanların yeryüzünde bozgunculuk çıkarmaya çalışanların cezası; ancak öldürülmeleri yahut asılmaları ellerinin ayaklarının çaprazlama kesilmesi yahut yerden sürülmeleridir
3729,"Var fabrikamiz,savas bi bitse",0,var fabrikamiz savas bi bitse
3730,İç savaş patlat 20 ye ayrılır orası,0,i̇ç savaş patlat 20 ye ayrılır orası
3731,Çok beklersiniz. Söz konusu Avrupa devletleri olduğu zaman basını da sanalı da ketum olur. Ve olayları yazanlar düşman ilan edilir bu hep böyle olmuştur böyle de kalacaktır. Ancak o Türkiye’de olur Türkiye’de basın devlete savaş açabilir kurumlarına savaş açabilir.,0,beklersiniz söz konusu avrupa devletleri olduğu zaman basını sanalı ketum olur olayları yazanlar düşman ilan edilir böyle olmuştur böyle kalacaktır ancak türkiye’de olur türkiye’de basın devlete savaş açabilir kurumlarına savaş açabilir
3732,şaka maka avrupayıda işgal ediyolar asfasdfas ben olsa erkekleri üreyemecek kıvama getirip öyle alırdım madem bunu bu akdar istiyon ülkende savaş var buraya gelip üreme,0,şaka maka avrupayıda işgal ediyolar asfasdfas ben olsa erkekleri üreyemecek kıvama getirip öyle alırdım madem bunu akdar istiyon ülkende savaş var buraya gelip üreme
3733,Valla Rusya ‘da savas bitse yerlesirim,1,valla rusya ‘da savas bitse yerlesirim
3734,"Fransa'da sokaklar savaş alanına döndü
Fransa'da polisin açtığı ateşte ölen 17 yaşındaki genç için düzenlenen gösterilerde araçlar ateşe verildi, polis protestoculara biber gazıyla müdahale etti.

https://kibris365.com/fransada-sokaklar-savas-alanina-dondu/…",0,fransa'da sokaklar savaş alanına döndü fransa'da polisin açtığı ateşte ölen 17 yaşındaki genç düzenlenen gösterilerde araçlar ateşe verildi polis protestoculara biber gazıyla müdahale etti https //kibris365 com/fransada-sokaklar-savas-alanina-dondu/…
3735,"Esad taraftarlarının ağırlıklı olduğu yerleri çekmişler...Suriyede savaş yok diyorlar...

Daha 2 gün önce esad+rusya savaş uçakları idlibi bombaladı...",0,esad taraftarlarının ağırlıklı olduğu yerleri çekmişler suriyede savaş yok diyorlar 2 gün önce esad+rusya savaş uçakları idlibi bombaladı
3736,"Araplar Osmanlı'ya ihanet etmemiştir. Osmanlı borçlarını ödemek için o toprakları satmış, savaş bahanesiyle ülkeden ayırmıştır. Anadolu insanını savaşlarda öldürterek, asıl ihaneti Osmanlı yapmıştır.",0,araplar osmanlı'ya ihanet etmemiştir osmanlı borçlarını ödemek toprakları satmış savaş bahanesiyle ülkeden ayırmıştır anadolu insanını savaşlarda öldürterek asıl ihaneti osmanlı yapmıştır
3737,Kalbimle beynim şavaş için de,0,kalbimle beynim şavaş
3738,En zor savaş kafanda bildiklerinle kalbinde hissetiklerin arasındadır.,0,zor savaş kafanda bildiklerinle kalbinde hissetiklerin arasındadır
3739,"Ne ülkemiz Türkiye'de ne de komşumuz Yunanistan'da kaçak göçmen istemiyoruz.Suriye'de savaş yok,ülkelerine geri dönmeliler,gerekirse zor kullanılarak.",0,ülkemiz türkiye'de komşumuz yunanistan'da kaçak göçmen istemiyoruz suriye'de savaş yok ülkelerine geri dönmeliler gerekirse zor kullanılarak
3740,Ahahahahaha hiç tavsiye etmem ayrıca kim olursa olsun olaya el atarım ama bi de kocama saldıracaklar var ya savaş başlasın modunu açarım iki snde,0,ahahahahaha tavsiye etmem ayrıca olursa olsun olaya el atarım bi kocama saldıracaklar var savaş başlasın modunu açarım iki snde
3741,Ciddi savaş var Suriye de Allah yardım etsin,0,ciddi savaş var suriye allah yardım etsin
3742,"tabiki sizde hocam, sizler pudra şekerinin zararlarını anlatıp uzak durun demek yerine, pudra sekerine ulasımı kolaylastırsaydınız pudra sekerine karsı savas acmasaydınız maseratide neyki 5-10milyoncuk bisey derdiniz,bogazda yalılarınız olurdu garajinizda araba serginiz olurdu",0,tabiki sizde hocam sizler pudra şekerinin zararlarını anlatıp uzak durun demek yerine pudra sekerine ulasımı kolaylastırsaydınız pudra sekerine karsı savas acmasaydınız maseratide neyki 5-10milyoncuk bisey derdiniz bogazda yalılarınız olurdu garajinizda araba serginiz olurdu
3743,filistine f35 savaş uçağı en son teknolojik destekde veriyor değilmi?ondan okadar desteğe rağmen filistin hakkınızdan gelemiyor…ben kudüse hiç gitmedim filistinde güya başkentini güya kudüs gösteriyor ama Amerika Kudüsü İsrailin başkenti olarak tanıyor,0,filistine f35 savaş uçağı son teknolojik destekde veriyor değilmi ondan okadar desteğe rağmen filistin hakkınızdan gelemiyor…ben kudüse gitmedim filistinde güya başkentini güya kudüs gösteriyor amerika kudüsü i̇srailin başkenti olarak tanıyor
